item,url,discount_price,price,is_autograph,avg_review_value,number_of_questions,number_of_reviews,vendor,is_sold_out,ds
PARK JI HOON - [THE ANSWER] 6th Mini Album RANDOM Version,https://www.kpopalbums.com/collections/lastest-release/products/park-ji-hoon-the-answer-6th-mini-album-random-version,16.32,19.20,False,0.00,0,0,kpopalbums,False,2022-11-14
BAEKHO - [Absolute Zero] 1st Mini Album 2 Version SET,https://www.kpopalbums.com/collections/lastest-release/products/baekho-absolute-zero-1st-mini-album-2-version-set,33.50,39.41,False,0.00,0,0,kpopalbums,False,2022-11-14
BAEKHO - [Absolute Zero] 1st Mini Album BURNING Version,https://www.kpopalbums.com/collections/lastest-release/products/baekho-absolute-zero-1st-mini-album-burning-version,17.18,20.21,False,0.00,0,0,kpopalbums,False,2022-11-14
BAEKHO - [Absolute Zero] 1st Mini Album DELUXE Version,https://www.kpopalbums.com/collections/lastest-release/products/baekho-absolute-zero-1st-mini-album-deluxe-version,26.39,31.05,False,0.00,0,0,kpopalbums,False,2022-11-14
BAEKHO - [Absolute Zero] 1st Mini Album MELTING Version,https://www.kpopalbums.com/collections/lastest-release/products/baekho-absolute-zero-1st-mini-album-melting-version,17.18,20.21,False,0.00,0,0,kpopalbums,False,2022-11-14
BAEKHO - [Absolute Zero] 1st Mini Album RANDOM Version,https://www.kpopalbums.com/collections/lastest-release/products/baekho-absolute-zero-1st-mini-album-random-version,16.32,19.20,False,0.00,0,0,kpopalbums,False,2022-11-14
BAEKHO - [Absolute Zero] 1st Mini Album WEVERSE Albums Version,https://www.kpopalbums.com/collections/lastest-release/products/baekho-absolute-zero-1st-mini-album-weverse-albums-version,9.31,10.95,False,0.00,0,0,kpopalbums,False,2022-11-14
DKZ - [CHASE EPISODE 3. BEUM] 7th Single Album CHASE SERIES PACKAGE Edition 2 Version SET,https://www.kpopalbums.com/collections/lastest-release/products/dkz-chase-episode-3-beum-7th-single-album-chase-series-package-edition-2-version-set,38.75,45.59,False,0.00,0,0,kpopalbums,False,2022-11-14
DKZ - [CHASE EPISODE 3. BEUM] 7th Single Album CHASE SERIES PACKAGE Edition FEAR Version,https://www.kpopalbums.com/collections/lastest-release/products/dkz-chase-episode-3-beum-7th-single-album-chase-series-package-edition-fear-version,19.87,23.38,False,0.00,0,0,kpopalbums,False,2022-11-14
DKZ - [CHASE EPISODE 3. BEUM] 7th Single Album CHASE SERIES PACKAGE Edition FEARLESS Version,https://www.kpopalbums.com/collections/lastest-release/products/dkz-chase-episode-3-beum-7th-single-album-chase-series-package-edition-fearless-version,19.87,23.38,False,0.00,0,0,kpopalbums,False,2022-11-14
DKZ - [CHASE EPISODE 3. BEUM] 7th Single Album CHASE SERIES PACKAGE Edition RANDOM Version,https://www.kpopalbums.com/collections/lastest-release/products/dkz-chase-episode-3-beum-7th-single-album-chase-series-package-edition-random-version,18.88,22.21,False,0.00,0,0,kpopalbums,False,2022-11-14
JUNE - [LUV SIGN] EP Album,https://www.kpopalbums.com/collections/lastest-release/products/june-luv-sign-ep-album,12.57,14.79,False,0.00,0,0,kpopalbums,False,2022-11-14
MAMAMOO - [MIC ON] 12th Mini Album 1TAKES Version,https://www.kpopalbums.com/collections/lastest-release/products/mamamoo-mic-on-12th-mini-album-1takes-version,11.89,13.99,False,0.00,0,0,kpopalbums,True,2022-11-14
MAMAMOO - [MIC ON] 12th Mini Album MAIN Version,https://www.kpopalbums.com/collections/lastest-release/products/mamamoo-mic-on-12th-mini-album-main-version,15.84,18.63,False,5.00,0,3,kpopalbums,False,2022-11-14
MAMAMOO - [MIC ON] 12th Mini Album NEMO Version,https://www.kpopalbums.com/collections/lastest-release/products/mamamoo-mic-on-12th-mini-album-nemo-version,13.24,15.58,False,5.00,0,2,kpopalbums,False,2022-11-14
TAN - [DREAM & DEURIM] 1st Single Meta Platform Album 2 Version SET,https://www.kpopalbums.com/collections/lastest-release/products/tan-dream-deurim-1st-single-meta-platform-album-2-version-set,17.03,20.04,False,5.00,0,1,kpopalbums,True,2022-11-14
TAN - [DREAM & DEURIM] 1st Single Meta Platform Album DEURIM Version,https://www.kpopalbums.com/collections/lastest-release/products/tan-dream-deurim-1st-single-meta-platform-album-deurim-version,8.74,10.28,False,0.00,0,0,kpopalbums,True,2022-11-14
TAN - [DREAM & DEURIM] 1st Single Meta Platform Album DREAM Version,https://www.kpopalbums.com/collections/lastest-release/products/tan-dream-deurim-1st-single-meta-platform-album-dream-version,8.74,10.28,False,0.00,0,0,kpopalbums,True,2022-11-14
TAN - [DREAM & DEURIM] 1st Single Meta Platform Album RANDOM Version,https://www.kpopalbums.com/collections/lastest-release/products/tan-dream-deurim-1st-single-meta-platform-album-random-version,8.30,9.76,False,0.00,0,0,kpopalbums,True,2022-11-14
UP10TION - [Code Name: Arrow] 11th Mini Album 2 Version SET,https://www.kpopalbums.com/collections/lastest-release/products/up10tion-code-name-arrow-11th-mini-album-2-version-set,30.88,36.33,False,0.00,0,0,kpopalbums,False,2022-11-14
UP10TION - [Code Name: Arrow] 11th Mini Album LOVE HUNTER Version,https://www.kpopalbums.com/collections/lastest-release/products/up10tion-code-name-arrow-11th-mini-album-love-hunter-version,15.84,18.63,False,0.00,0,0,kpopalbums,False,2022-11-14
UP10TION - [Code Name: Arrow] 11th Mini Album LOVE SCOPE Version,https://www.kpopalbums.com/collections/lastest-release/products/up10tion-code-name-arrow-11th-mini-album-love-scope-version,15.84,18.63,False,0.00,0,0,kpopalbums,False,2022-11-14
UP10TION - [Code Name: Arrow] 11th Mini Album RANDOM Version,https://www.kpopalbums.com/collections/lastest-release/products/up10tion-code-name-arrow-11th-mini-album-random-version,15.04,17.70,False,0.00,0,0,kpopalbums,False,2022-11-14
