item,url,price,is_autograph,avg_review_value,number_of_questions,number_of_reviews,vendor,is_sold_out,ds
세븐틴 | SEVENTEEN IN THE SOOP MAKING PHOTOBOOK,https://www.musicplaza.com/collections/photo-book/products/%EC%84%B8%EB%B8%90%ED%8B%B4-seventeen-in-the-soop-making-photobook,35.99,False,0.0,0.0,0.0,musicplaza,False,2022-11-14
베리베리 | VERIVERY 2023 SEASON'S GREETINGS [ DEAR. OUR YOUTH ],https://www.musicplaza.com/collections/photo-book/products/%EB%B2%A0%EB%A6%AC%EB%B2%A0%EB%A6%AC-verivery-2023-seasons-greetings-dear-our-youth,55.99,False,0.0,0.0,0.0,musicplaza,True,2022-11-14
MOON BIN & SAN HA 2022 OFFICIAL PHOTO BOOK,https://www.musicplaza.com/collections/photo-book/products/moon-bin-san-ha-2022-official-photo-book,59.99,False,0.0,0.0,0.0,musicplaza,False,2022-11-14
우주소녀 | WJSN 2022 PHOTOBOOK [ DAILY WJSN ] PHOTOBOOK VER.,https://www.musicplaza.com/collections/photo-book/products/%EC%9A%B0%EC%A3%BC%EC%86%8C%EB%85%80-wjsn-2022-photobook-daily-wjsn-photobook-ver,54.99,False,5.0,0.0,1.0,musicplaza,True,2022-11-14
우주소녀 | WJSN 2022 PHOTOBOOK [ DAILY WJSN ] FILM MINI BOOK VER.,https://www.musicplaza.com/collections/photo-book/products/%EC%9A%B0%EC%A3%BC%EC%86%8C%EB%85%80-wjsn-2022-photobook-daily-wjsn-film-mini-book-ver,28.99,False,5.0,0.0,1.0,musicplaza,False,2022-11-14
세븐틴 | SEVENTEEN  2022 SVT PHOTOBOOK THE NAME ; 17,https://www.musicplaza.com/collections/photo-book/products/%EC%84%B8%EB%B8%90%ED%8B%B4-seventeen-2022-svt-photobook-the-name-17,65.99,False,0.0,0.0,0.0,musicplaza,False,2022-11-14
"지민 | JIMIN SPECIAL 8 PHOTO-FOLIO ME, MYSELF AND JIMIN ' ID:CHAOS '",https://www.musicplaza.com/collections/photo-book/products/special-8-photo-folio-me-myself-and-jimin-id-chaos,59.99,False,0.0,0.0,0.0,musicplaza,False,2022-11-14
엔시티 127 | NCT 127 DICON D’FESTA MINI EDITION,https://www.musicplaza.com/collections/photo-book/products/%EC%97%94%EC%8B%9C%ED%8B%B0-127-nct-127-dicon-d-festa-mini-edition,45.99,False,0.0,0.0,0.0,musicplaza,True,2022-11-14
엔시티 드림 | NCT DREAM DICON D’FESTA MINI EDITION,https://www.musicplaza.com/collections/photo-book/products/%EC%97%94%EC%8B%9C%ED%8B%B0-%EB%93%9C%EB%A6%BC-nct-dream-dicon-d-festa-mini-edition,45.99,False,0.0,0.0,0.0,musicplaza,False,2022-11-14
세븐틴 | SEVENTEEN DICON D’FESTA MINI EDITION,https://www.musicplaza.com/collections/photo-book/products/%EC%84%B8%EB%B8%90%ED%8B%B4-seventeen-dicon-d-festa-mini-edition,45.99,False,0.0,0.0,0.0,musicplaza,True,2022-11-14
엔하이픈 | ENHYPEN DICON D’FESTA MINI EDITION,https://www.musicplaza.com/collections/photo-book/products/%EC%97%94%ED%95%98%EC%9D%B4%ED%94%88-enhypen-dicon-d-festa-mini-edition,45.99,False,0.0,0.0,0.0,musicplaza,True,2022-11-14
트와이스  | TWICE DICON D’FESTA MINI EDITION,https://www.musicplaza.com/collections/photo-book/products/%ED%8A%B8%EC%99%80%EC%9D%B4%EC%8A%A4-twice-dicon-d-festa-mini-edition,45.99,False,0.0,0.0,0.0,musicplaza,True,2022-11-14
스트레이키즈  | STRAY KIDS  DICON D’FESTA MINI EDITION,https://www.musicplaza.com/collections/photo-book/products/%EC%8A%A4%ED%8A%B8%EB%A0%88%EC%9D%B4%ED%82%A4%EC%A6%88-stray-kids-dicon-d-festa-mini-edition,45.99,False,0.0,0.0,0.0,musicplaza,True,2022-11-14
방탄소년단 | BTS  DICON D’FESTA MINI EDITION,https://www.musicplaza.com/collections/photo-book/products/%EB%B0%A9%ED%83%84%EC%86%8C%EB%85%84%EB%8B%A8-bts-dicon-d-festa-mini-edition,45.99,False,0.0,0.0,0.0,musicplaza,False,2022-11-14
STRAY KIDS x SKZOO THE VICTORY OFFICIAL PHOTOBOOK,https://www.musicplaza.com/collections/photo-book/products/stray-kids-x-skzoo-the-victory-official-photobook,26.99,False,5.0,0.0,3.0,musicplaza,True,2022-11-14
엑소 | EXO [ EXO'S TRAVEL THE WORLD ON A LADDER IN NAMHAE ] PHOTO STORY BOOK,https://www.musicplaza.com/collections/photo-book/products/%EC%97%91%EC%86%8C-exo-exos-travel-the-world-on-a-ladder-in-namhae-photo-story-book,39.99,False,5.0,0.0,1.0,musicplaza,False,2022-11-14
